지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균현지기압(hPa),평균해면기압(hPa),평균수증기압(hPa),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량(1/10),평균중하층운량(1/10),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균지면온도(°C)
115,울릉도,2021-06,19.7,22.6,983.1,1008.4,18.7,82,82.3,3.1,6.7,4.7,166.6,37.74,540.7,22.5
115,울릉도,2021-07,24.8,27.7,984.1,1009,27.4,88,89,2.2,6.5,4.4,202.1,45.08,623.9,28.4
115,울릉도,2021-08,24.2,26.9,983.6,1008.5,26.2,87,312.2,3.2,7.4,4.6,124.5,29.56,446.31,25.8
115,울릉도,2021-09,20.6,23.1,988.6,1014,20.3,84,179.2,3.8,6.1,4.4,160.7,43.09,444.87,21.3
115,울릉도,2021-10,15.8,19.1,994.3,1020.3,14.5,77,191.8,3.8,5.8,4.1,144.6,41.53,345.67,14.6
115,울릉도,2021-11,11.1,14.4,990.3,1016.7,8.9,64,38.3,3.6,5,3.7,139.9,45.81,279.49,8.5
115,울릉도,2021-12,4.9,8,993.2,1020.4,6.3,71,164.3,3.5,6.4,5.6,111.2,37.23,196.73,3
115,울릉도,2022-01,2,4.7,993.6,1021.1,4.9,69,53.4,3.1,6.6,5.8,92.6,30.1,223.92,.7
115,울릉도,2022-02,1.7,4.5,993.9,1021.4,4.6,65,59,3,6.7,5.6,92.3,30.49,251.49,.9
119,수원,2018-01,-3.6,1.3,1020.5,1024.9,2.9,57,7.9,1.8,4,2.5,194.1,62.98,231.84,-2.3
119,수원,2018-02,-1.6,4.3,1019.8,1024.1,3.1,54,29.1,2,3.7,1.8,201.3,66.41,279.52,-1.2
119,수원,2018-03,7.9,14.2,1016.5,1020.7,7.5,69,86,2.1,5,3.6,212.2,57.2,377.9,8.4
119,수원,2018-04,12.6,19.3,1011.9,1016.1,9.2,65,128.8,2,4.5,3.1,219.2,55.51,493.31,13.4
119,수원,2018-05,17.9,23.7,1007.7,1011.7,14.7,73,196.4,2,5.4,3.5,219.3,49.91,564.21,18.4
119,수원,2018-06,22.6,28.7,1004.1,1008.1,19.3,72,107,1.9,5.8,3.1,229.2,52.06,610.81,25.8
119,수원,2018-07,27.5,32.5,1005,1008.9,27,75,222.7,1.8,4.7,3.4,255.2,56.98,609.73,29.7
119,수원,2018-08,28.4,33.5,1003.5,1007.4,27.4,72,218.6,2.1,5.5,3.6,234.8,55.83,546.86,32.4
119,수원,2018-09,21.1,26.2,1009.6,1013.6,17.7,71,61.7,1.9,5,3,212.3,56.89,459.39,22.3
119,수원,2018-10,12.6,19.1,1015.1,1019.3,10.4,73,132.7,1.4,3.6,2,240.8,69.06,399.52,12.9
119,수원,2018-11,7.7,14.2,1019.7,1024,7.5,71,78.1,1.3,3.9,2.4,186.7,60.95,271.71,5.9
119,수원,2018-12,-.3,5.2,1023.6,1028.1,3.8,56,24.1,1.7,3.7,2.1,200.4,67,253.86,-1.4
119,수원,2019-01,-1.1,4.9,1022.4,1026.8,3.3,59,.5,1.5,3.2,1.9,221.4,71.84,286.81,-2.9
119,수원,2019-02,.8,6.8,1020.5,1024.9,4,61,33.4,1.6,5,2.8,182.4,60.24,315.33,1.3
119,수원,2019-03,6.6,13.3,1013.4,1017.7,6,64,39.6,1.9,4.6,2.9,206,55.56,433.09,6.9
119,수원,2019-04,11.7,18.2,1011.4,1015.6,8.5,63,43.6,1.8,5.1,2.8,207.2,52.54,487.34,12.6
119,수원,2019-05,18.4,25.9,1008.1,1012.2,12.2,61,26.7,2,3.8,1.2,306.8,69.89,713.17,21.7
119,수원,2019-06,22.1,27.9,1003.4,1007.4,18.4,71,68.8,1.8,5.5,3.3,229.4,52.11,603.82,25.3
119,수원,2019-07,25.8,30.3,1002.2,1006.1,25.3,77,190.9,2,7,5,139.7,32.19,436.88,28.3
119,수원,2019-08,26.8,31.5,1002.5,1006.8,24.9,72,117.9,1.8,5.3,3.2,236.9,56.24,548.63,27.9
119,수원,2019-09,22.3,26.8,1010.2,1014.8,21.3,80,201.9,1.8,6.6,3.9,152,40.71,372.93,22.6
119,수원,2019-10,16,21.3,1014.5,1019.2,14.3,79,73.1,1.7,4.2,2.6,225.5,64.65,392.02,16.4
119,수원,2019-11,7.5,13.4,1018.2,1023.1,7.9,73,93.2,1.7,4.2,2.4,199.8,65.21,280.96,7.3
119,수원,2019-12,1.5,5.8,1021.1,1026.1,5.4,76,26.2,1.7,4.4,3.2,167.9,56.12,226.64,1
119,수원,2020-01,1.6,6.4,1018.8,1023.9,5.4,78,61,1.6,5.2,3,171.8,55.82,249.4,.9
119,수원,2020-02,2.4,7.3,1020.1,1025.2,6.2,81,59.2,1.9,4.6,3.5,191.1,60.86,320.22,2.6
119,수원,2020-03,7.1,13.3,1013.2,1018.1,7.1,71,19.5,2.4,3.4,1.9,259.6,69.9,520.32,7.3
119,수원,2020-04,10.5,16.6,1012.7,1017.6,8.7,69,15.8,2.7,2.8,1.3,305.5,77.28,639.12,12.9
119,수원,2020-05,17.6,23.3,1005.7,1010.4,15.5,79,97.9,1.9,6.3,4.4,208.4,47.39,559.39,19.7
119,수원,2020-06,23,28.5,1001.8,1006.3,21.1,77,91.1,2,6.1,3.6,223.8,50.82,579.08,27.3
119,수원,2020-07,23.8,27.9,1002.2,1006.8,24.1,83,384.7,1.9,7.7,5.2,142.3,31.78,436.97,25.4
119,수원,2020-08,26.7,30.2,1004,1008.5,30.7,89,659.3,2,7.6,5.6,116.2,27.65,357.68,27.2
119,수원,2020-09,21.1,25.7,1007.6,1012.2,19.4,79,163.4,1.9,5.6,3.1,192.6,51.72,428.77,22.3
119,수원,2020-10,13.8,19.7,1016.3,1021,10.9,70,22.2,1.5,3.7,1.7,241,69.25,415.47,14.8
119,수원,2020-11,7.7,12.8,1020.5,1025.4,7.8,70,56.8,1.8,3.8,2.8,183.7,60.07,269.88,7.9
119,수원,2020-12,-.4,4.3,1022,1027.1,4.1,65,4.6,1.8,3.5,2.5,208.2,69.63,261.57,0
119,수원,2021-01,-2.4,2.6,1020.1,1025.2,3.9,67,24.1,1.9,3.9,2.7,191.6,62.15,275,-1.1
119,수원,2021-02,2.2,7.8,1016.9,1021.9,4.8,64,9.7,2.2,3.8,2.3,199.1,65.6,335,2.8
119,수원,2021-03,8.1,14.6,1015.2,1020.1,7.6,72,102.8,1.9,4.6,2.7,221.4,59.63,457.07,8.7
119,수원,2021-04,13.5,19.4,1013.8,1018.5,9.2,62,106.4,2.2,4.7,2.9,226.8,57.4,541.96,14.9
119,수원,2021-05,16.5,21.8,1004.7,1009.4,14.1,77,179.2,2,5.6,3.4,208.6,47.45,544.33,17.8
119,수원,2021-06,22.5,27.7,1003.4,1007.9,20.9,78,50.1,1.8,5.4,3.2,225.3,51.17,575.34,24.9
119,수원,2021-07,27.7,32.5,1003.6,1008.1,28,77,134.4,1.8,5.6,3.2,242.6,54.16,608.7,29.3
119,수원,2021-08,25.7,29.9,1004.2,1008.7,26.3,81,161.1,1.8,6.9,3.5,150.4,35.77,426.72,27.2
119,수원,2021-09,22.6,27.1,1009.1,1013.7,20.2,75,164.1,2.1,5.5,3.2,190.1,50.99,428.47,23.1
119,수원,2021-10,15.6,21,1016.8,1021.6,13.5,72,36,1.7,4.4,3,205.3,58.93,366.94,16.1
119,수원,2021-11,7.9,13.5,1015.3,1020.2,8,74,104.2,1.6,4.2,2.8,183.7,60.05,261.76,7.6
119,수원,2021-12,.7,5.7,1020.7,1025.7,4.6,65,12.3,1.9,3.2,2.2,189.8,63.46,244.23,.7
119,수원,2022-01,-2.2,3.1,1020.6,1025.8,3.1,59,3.9,1.7,2.9,1.8,219.2,71.12,302.75,-1.7
119,수원,2022-02,-1.1,4.1,1021.4,1026.5,3.4,58,4,2.3,3.2,1.7,227.2,74.93,369.63,-.3
121,영월,2018-01,-4,1.2,993.3,1024,3,60,11.3,1.1,,,191.7,62.18,,-2.8
121,영월,2018-02,-2,4.3,992.8,1023.2,2.6,49,22.4,1.3,,,199.1,65.62,,-1.8
121,영월,2018-03,7.4,14.1,991.2,1020.5,6.2,62,56.5,1.5,,,214,57.7,,7.5
121,영월,2018-04,12.6,19.9,987.1,1015.6,7.9,59,116.5,1.3,,,219.6,55.65,,14.2
121,영월,2018-05,16.9,23.5,983.6,1011.5,13.2,71,135.9,1.2,,,201.4,45.87,,20.4
121,영월,2018-06,21.8,29.1,980.5,1007.8,16.6,66,84,1.3,,,204.3,46.41,,29
121,영월,2018-07,25.7,31.8,982,1009,24.6,76,238.1,1.1,,,227.7,50.85,,31.9
121,영월,2018-08,26,32.3,980.8,1007.7,24.5,76,316.8,1.1,6.5,3,181.7,43.2,,31.1
121,영월,2018-09,18.6,24.7,986.1,1013.9,16.8,80,165,1,6.3,3.7,147.3,39.49,,21.5
121,영월,2018-10,10.8,17.8,990.5,1019.3,9.9,78,119.1,1,5.2,3.3,178,51.03,,13.1
121,영월,2018-11,6,12.6,994.6,1024.1,7.1,77,58.3,.7,4.5,3,145.4,47.45,,6
121,영월,2018-12,-1.4,4.5,997,1027.5,3.9,64,36.9,.9,4.1,2.4,190.4,63.59,,-.9
121,영월,2019-01,-2.1,4.6,995.6,1026,2.8,55,.7,.9,2.9,1.5,220,71.38,,-2.7
121,영월,2019-02,1.2,7.4,994,1024,3.8,57,34.3,1.1,5,3,187.5,61.86,,.9
121,영월,2019-03,6.1,13,987.7,1017,5.3,60,42.5,1.2,5.1,3.5,173.7,46.86,,6.5
121,영월,2019-04,11.3,18.5,986.4,1015.1,7.5,58,56.7,1.4,5.4,3.4,170.1,43.13,,13.3
121,영월,2019-05,18.1,26.4,983.7,1011.6,10,53,20.9,1.3,4,1.4,225.1,51.28,,24
121,영월,2019-06,20.9,28,979.7,1007.1,16.4,69,126.9,1.1,5.8,2.8,211.4,48.02,,26.4
121,영월,2019-07,23.8,29.6,979.4,1006.5,23.1,79,128.7,1.1,7.1,4.1,138.3,30.88,,27.9
121,영월,2019-08,24.8,30.7,980.1,1007.1,24.3,79,118.4,1,6.3,3.2,201.9,47.97,,28.8
121,영월,2019-09,20.4,26.1,987.7,1015.4,19.3,81,127.5,.9,7.1,4.6,122.4,32.78,,23.2
121,영월,2019-10,14.2,20.6,990.9,1019.3,12.3,77,98.9,1,6,3.5,158.8,45.5,,16.3
121,영월,2019-11,6.5,13.7,993.6,1023.1,7.2,74,56.7,.8,4.7,3,157.1,51.24,,7
121,영월,2019-12,.1,5.6,995.7,1026,4.5,71,18.2,.8,4.1,2.7,150.9,50.38,,-.1
121,영월,2020-01,.8,6.8,993.5,1023.7,4.5,70,63.1,1,5.3,3.6,154.9,50.26,,-.1
121,영월,2020-02,2.1,8.2,994.7,1024.7,4.7,65,47.1,1.1,4.4,3.2,187.9,59.84,,2.1
121,영월,2020-03,7.4,14.6,988,1017.2,5.4,55,21.3,1.4,4.1,2.8,244.8,65.9,,8.5
121,영월,2020-04,10.3,18,987.8,1016.6,5.8,49,18.1,1.7,3.7,2.1,258.4,65.35,,14
121,영월,2020-05,17.2,24.3,982.3,1010.2,12.8,69,88,1.3,6.2,3.9,207.5,47.2,,21.3
121,영월,2020-06,22.9,29.8,978.8,1006,18.3,69,53.1,1.2,6,2.9,211.2,47.97,,29
121,영월,2020-07,22.5,27.9,979.8,1007,21.5,80,248.4,1,7.6,4.1,124.7,27.86,,26
121,영월,2020-08,25,29.8,982,1009.1,26.9,86,606.5,.9,7.3,4.5,107.6,25.61,,27.3
121,영월,2020-09,18.7,24.4,984.5,1012.3,17,80,139.6,1.1,6.6,3.8,141.7,38.05,,21.4
121,영월,2020-10,11.8,19.4,992.3,1021,9.8,73,10.5,.8,4.7,2.8,205.2,58.93,,14.9
121,영월,2020-11,6.8,13.5,995.6,1025,6.6,65,38.4,1,4.1,2.7,185.4,60.59,,7.6
121,영월,2020-12,-2.2,4.2,996.1,1026.6,3.4,62,10,.9,3.5,2.1,195.7,65.36,,-.3
121,영월,2021-01,-3,3.4,994.3,1024.8,3.3,61,13.1,1.1,3.9,2.4,189,61.28,,-2.2
121,영월,2021-02,2.2,9.1,991.3,1021.1,3.9,53,9.4,1.4,3.5,2,203.8,67.15,,1.8
121,영월,2021-03,8.2,15,990.6,1019.7,6.1,61,93.8,1.3,4.7,3,204.4,55.05,,8.4
121,영월,2021-04,12.7,20.2,989.8,1018.4,7.3,54,95.8,1.5,4.8,3,214.2,54.24,,14.4
121,영월,2021-05,15.4,21.8,981.3,1009.3,12.3,73,154.3,1.1,6,3.4,182.9,41.64,,17.5
121,영월,2021-06,21,27.4,980.7,1008.1,18.1,75,141,1,6.6,3.5,195.3,44.36,,24.7
121,영월,2021-07,25.4,31.8,981.6,1008.6,24.4,78,180.2,.9,6.2,2.6,222.6,49.72,,31.1
121,영월,2021-08,23.3,28.7,982,1009.1,23.1,82,192.6,.9,7.7,4.1,116.5,27.72,,27.8
121,영월,2021-09,19.9,25.8,986.7,1014.3,18.3,81,136.9,1,6.5,3.3,163.4,43.83,,22.8
121,영월,2021-10,13.5,20.2,993.3,1021.9,12.8,80,44.8,.7,5.7,3.5,155.7,44.66,,15.6
121,영월,2021-11,6.6,13.3,990.7,1020,6.8,70,40.8,1,4.4,3.1,167.5,54.68,,6.7
121,영월,2021-12,.1,5.8,994.8,1025,4.2,64,3.7,1.1,3.4,2.6,180.2,60.19,,-.1
121,영월,2022-01,-2.5,3.8,994.6,1025.1,3,59,1.2,.9,3.2,2,206.5,66.98,,-2.2
121,영월,2022-02,-1.5,4.9,995,1025.4,2.7,48,3.6,1.5,3.1,1.4,226.4,74.62,,-.9
127,충주,2018-01,-4.7,.4,1009.9,1024.9,2.9,60,14.3,1.4,,,162.1,52.49,,-1.5
127,충주,2018-02,-2.5,4.2,1009.3,1024.1,2.5,48,35.8,1.7,,,195.8,64.51,,-.3
127,충주,2018-03,7.5,14.3,1006.6,1020.8,6.2,61,75.1,1.8,,,197.9,53.34,,8.5
127,충주,2018-04,12.8,20.2,1002.2,1016.1,8,57,107.9,1.9,,,215.3,54.59,,14.6
127,충주,2018-05,17.9,24.3,998.1,1011.7,13.6,68,180,1.6,,,206.5,47.08,,20.1
127,충주,2018-06,22.7,29,994.9,1008.2,16.9,64,63.7,1.6,,,225.6,51.27,,27.3
127,충주,2018-07,27.2,32.8,995.9,1009,25.1,71,149.1,1.5,,,246.2,55.04,,31.5
127,충주,2018-08,27.6,33.4,994.6,1007.7,24.9,70,353.3,1.6,6.1,2.8,195.4,46.49,,32
127,충주,2018-09,19.9,25.9,1000.4,1013.9,16.7,73,184.9,1.5,5.7,3,185.8,49.81,,22.2
127,충주,2018-10,11.1,18.4,1005.5,1019.6,9.9,76,96,1.3,4.8,2.8,186.9,53.57,,14.2
127,충주,2018-11,5.9,13.2,1010,1024.4,6.9,74,50,1,4.1,2.4,160.3,52.23,,7.5
127,충주,2018-12,-1.8,4.3,1013.2,1028.1,3.8,63,39,1.2,4.2,2.5,170.5,56.83,,.4
127,충주,2019-01,-2.6,4.4,1011.9,1026.8,2.8,56,4.1,1.3,3.4,2,204.4,66.23,,-1.4
127,충주,2019-02,.4,6.5,1010.3,1025,3.8,59,29,1.2,5.4,3.2,182.4,60.12,,2
127,충주,2019-03,6,13,1003.5,1017.8,5.3,59,27.9,1.5,4.7,3.3,200.7,54.13,,6.9
127,충주,2019-04,11.4,18.2,1001.6,1015.6,7.6,57,58.5,1.6,5.4,3.4,203.4,51.59,,13.1
127,충주,2019-05,18.3,26.5,998.5,1012.1,10.6,54,15.4,1.7,3.9,1.3,298.6,68.11,,23
127,충주,2019-06,21.7,27.7,994,1007.1,17.2,68,59.6,1.3,5.6,3.6,211.9,48.17,,27.4
127,충주,2019-07,25,29.9,993.3,1006.3,23.6,75,161.4,1.4,6.8,4.9,138.4,30.93,,27.8
127,충주,2019-08,26,31.1,994,1007,25.3,77,102.6,1.3,5.9,3.6,211.4,50.29,,28.1
127,충주,2019-09,21.1,26.3,1001.8,1015.1,20,80,165.9,1.2,7,4.9,131.2,35.15,,23.2
127,충주,2019-10,14.2,20.5,1005.7,1019.4,12.6,78,59,1.2,5.5,3.6,178.1,50.99,,15.7
127,충주,2019-11,6.2,13.4,1009.2,1023.3,7.4,76,84.6,1.1,4.7,3.3,162.8,53.01,,7.4
127,충주,2019-12,-.1,5.3,1012,1026.6,4.7,75,27.5,1,4.6,3.4,138.6,46.2,,1.1
127,충주,2020-01,.6,6.2,1009.6,1024.1,4.7,72,60.2,1.2,5.7,4.1,142.8,46.29,,1.5
127,충주,2020-02,1.8,7.7,1010.9,1025.3,5,69,61.9,1.3,4.3,3.5,178.7,56.82,,3.7
127,충주,2020-03,7,14.2,1003.9,1017.9,5.7,58,20.7,1.6,3.8,2.6,240.5,64.74,,8.5
127,충주,2020-04,10.2,17.7,1003.4,1017.3,6.1,51,25.9,2,3.5,1.8,273.2,69.15,,14
127,충주,2020-05,17.8,24,996.9,1010.3,13.4,68,109.7,1.5,5.9,4,213.6,48.64,,21.1
127,충주,2020-06,23.4,29.2,993,1006.1,19.6,70,112.1,1.4,6,3.5,201.7,45.83,,27.2
127,충주,2020-07,23.1,27.3,993.8,1006.8,22.5,81,352.2,1.5,7.8,5.9,106.3,23.78,,25.9
127,충주,2020-08,26.1,30.4,995.9,1008.8,28.2,85,505.6,1.2,7.4,5.6,120,28.58,,27.6
127,충주,2020-09,19.6,24.9,998.9,1012.2,17.7,78,146.4,1.5,6.2,4,172.4,46.29,,22
127,충주,2020-10,11.8,19.3,1007.4,1021.2,10.1,74,10.7,1.1,4.3,2.6,220.9,63.39,,14.5
127,충주,2020-11,6.5,13.1,1011.4,1025.6,6.9,69,30,1.3,4.2,3.3,172.9,56.43,,7.7
127,충주,2020-12,-2.7,3.6,1012.7,1027.4,3.5,67,11.1,1.1,3.8,2.4,179,59.65,,.4
127,충주,2021-01,-3.6,2.7,1010.8,1025.6,3.4,64,13.6,1.4,4.4,2.9,179.7,58.17,,-1.2
127,충주,2021-02,1.7,8.4,1007.6,1022,4.1,58,12.3,1.7,4,2.4,197.3,67.38,,2.8
127,충주,2021-03,8.1,14.9,1006.1,1020.1,6.5,64,80.5,1.6,4.8,3.1,213.9,57.62,,9.6
127,충주,2021-04,13.1,19.7,1004.8,1018.6,7.7,54,63.4,1.9,4.9,3,227.9,57.74,,14.7
127,충주,2021-05,16.2,22.2,996,1009.4,12.8,71,178.4,1.6,5.7,3.9,192.9,43.94,,18.8
127,충주,2021-06,22.1,27.6,994.8,1007.9,19.1,73,130.4,1.4,6.2,3.7,194.6,44.22,,25.3
127,충주,2021-07,26.4,31.7,995.4,1008.3,25.8,77,310.7,1.3,6.2,3.1,226.8,50.74,,30.4
127,충주,2021-08,24.4,28.8,995.8,1008.8,24.3,80,239.9,1.3,7.4,5.1,143.1,34.07,,27.5
127,충주,2021-09,21,26,1000.7,1014,19.1,78,240.3,1.4,6.2,4,185.5,49.77,,23.5
127,충주,2021-10,13.8,20.3,1008,1021.7,13.2,80,45.5,1,5.5,3.9,176.9,50.73,,16.7
127,충주,2021-11,6.4,13.2,1005.5,1019.6,7.3,75,44.9,1.2,4.5,3.1,156.6,51.08,82.19,7.9
127,충주,2021-12,-.5,5.3,1010.4,1025,4.4,69,5.6,1.2,3.4,2.7,165.6,55.2,239.22,1.4
127,충주,2022-01,-3.4,3,1010.2,1025,3,62,2,.9,3.2,2.2,204.5,66.22,293.83,-.6
127,충주,2022-02,-2,4.4,1010.9,1025.6,2.8,53,4.3,1.6,3.6,1.8,222.9,73.44,365.92,1.3
129,서산,2018-01,-3.2,1.1,1021.3,1025,3.5,69,21,1.9,,,178.8,57.83,218.43,-.4
129,서산,2018-02,-1.7,3.5,1021.1,1024.8,3.3,60,40.5,2.3,,,206.3,67.91,358.79,.3
129,서산,2018-03,6.7,12.4,1017.5,1021.1,7.7,77,76.6,2.3,,,206.6,55.67,466.24,8.3
129,서산,2018-04,11.7,17.6,1013,1016.5,9.7,71,132.8,2.4,,,235.3,59.71,559.79,13.8
129,서산,2018-05,17.1,22.3,1008.7,1012.1,14.3,74,147.7,2.3,,,233.8,53.35,601.27,19.5
129,서산,2018-06,21.6,27.2,1005.2,1008.5,19.2,76,162.3,1.7,,,237.5,54.04,616.93,26.3
129,서산,2018-07,26.5,31.4,1005.9,1009.2,27,80,152.9,1.8,,,279.3,62.55,647.24,31.2
129,서산,2018-08,27.4,32.4,1004.4,1007.7,27.6,77,156.8,1.9,5.5,,255.4,60.81,584.81,33.1
129,서산,2018-09,20.3,25.3,1010.5,1013.8,18.1,77,82.7,1.6,4.9,,214.2,57.43,503.01,22.7
129,서산,2018-10,12.3,18.9,1016.3,1019.6,10.3,74,153.2,1.7,4.3,,246.5,70.59,431.79,13.8
129,서산,2018-11,7.4,13.6,1020.8,1024,7.8,75,73.9,1.2,4.2,,179.7,58.48,281.11,7.8
129,서산,2018-12,.6,5.2,1024.7,1028,4.3,63,26.8,1.9,5.5,,186.6,61.99,263.7,1.7
129,서산,2019-01,-1.1,4.7,1023.8,1027.1,3.7,66,1.1,1.6,4.2,,207.3,67.11,304.63,.2
129,서산,2019-02,.4,6.3,1021.8,1025.1,4.1,66,30.2,1.6,5.8,,179.4,59.09,339.94,2.1
129,서산,2019-03,5.8,12.3,1014.7,1017.9,6,67,43.7,2.3,4.9,,227.2,61.29,495.7,7.4
129,서산,2019-04,11,17.5,1012.5,1015.7,8.6,66,43.9,1.9,5.2,,207.8,52.74,546.94,13.3
129,서산,2019-05,17.3,24.3,1009.4,1012.5,12.2,65,20.1,2.2,3.8,,312.1,71.26,764.29,22.2
129,서산,2019-06,20.9,26.1,1004.5,1007.4,18.2,75,56.3,1.7,5.2,,218.9,51.51,587.13,24.9
129,서산,2019-07,24.6,28.8,1003.4,1006.3,24.7,81,174.5,2.3,6.3,,180.2,41.66,513.66,27.5
129,서산,2019-08,25.9,30.8,1003.9,1006.8,26.4,81,121.1,1.6,5.5,,241.3,59.42,555.03,28.3
129,서산,2019-09,21.6,26.5,1011.6,1014.5,20.6,80,181.1,1.7,6.6,,148.6,39.82,383.57,23.1
129,서산,2019-10,15.5,21.4,1016,1019,13.4,76,81,1.6,4.9,,220.5,65.31,392.7,17.1
129,서산,2019-11,7.8,14.1,1019.8,1022.9,7.7,72,124.6,1.7,4.9,,185.2,60.21,283.84,8.7
129,서산,2019-12,2.4,7,1022.9,1026.1,5.5,73,37.4,1.7,5.1,,162.7,53.98,227.78,3.1
129,서산,2020-01,1.8,6.8,1020.6,1023.8,5,72,46,1.7,6.3,,161.7,52.35,246.97,2.2
129,서산,2020-02,2.5,8.2,1022,1025.2,5.5,72,72.3,1.9,4.8,,196.2,62.33,339.88,3.9
129,서산,2020-03,6.5,12.8,1015.4,1018.5,5.8,62,23,2.6,3.9,,254.5,68.49,537.7,8.7
129,서산,2020-04,9.8,16.2,1014.9,1018,6.9,59,20.7,2.7,3.5,,300.7,76.17,657.93,14.1
129,서산,2020-05,16.9,22.8,1007.5,1010.4,13.8,74,101.3,2.1,6.1,,215.4,49.11,588.74,19.8
129,서산,2020-06,22.1,27.6,1003.6,1006.5,20.1,78,144,2,6,,216.8,49.32,586.87,25.3
129,서산,2020-07,23,27.5,1003.7,1006.6,22.9,82,329.4,1.6,7.4,,129.7,29.07,451.99,25.1
129,서산,2020-08,26.2,29.9,1005.5,1008.4,29,86,400,2.4,7.1,,129.5,30.88,399.75,27.5
129,서산,2020-09,20.5,25.6,1009.2,1012.2,18.7,79,257.7,1.8,5.4,,202.3,54.32,446.41,22.4
129,서산,2020-10,13.3,20.1,1018,1021,10.5,69,12.6,1.4,4.5,,240.1,68.9,425.32,15
129,서산,2020-11,8,13.5,1022.2,1025.4,7.9,71,72,1.7,5.2,,169.9,55.36,265.55,8.8
129,서산,2020-12,.5,5.4,1023.8,1027.1,4.4,68,9.7,1.7,5.4,,168.5,57.78,239.48,1.1
129,서산,2021-01,-1.8,3.1,1021.9,1025.1,4.1,71,25.3,1.9,5.9,,170.8,55.22,245.61,.4
129,서산,2021-02,2.5,7.8,1018.9,1022,4.9,64,9.6,2.6,4.5,,192.8,63.44,337.31,3.4
129,서산,2021-03,7.5,14.4,1017,1020.2,7.2,71,112.8,2,5.1,,217.7,58.63,471.69,9.8
129,서산,2021-04,12.8,19.3,1015.5,1018.5,8.5,61,110.6,2.3,5.2,,226.3,57.35,556.5,15.1
129,서산,2021-05,16.2,21.9,1006.5,1009.5,13,73,132.3,2.3,5.6,,215.5,49.14,569.78,18.7
129,서산,2021-06,21.9,27.1,1005,1007.9,19.9,78,70.9,1.9,6.1,,219.8,50,592.97,24.8
129,서산,2021-07,26.7,31.9,1005.2,1008,26.5,78,121.6,1.8,5.9,,251.7,56.41,630.42,30.4
129,서산,2021-08,25.2,30.1,1005.7,1008.5,25.3,81,217.8,1.7,7.1,,170.5,41.98,457.9,29
129,서산,2021-09,21.9,26.9,1010.4,1013.3,20.2,79,206,2,5.6,,197,52.87,447.01,24.8
129,서산,2021-10,15.2,21.5,1018.5,1021.5,14,78,55.9,1.5,4.9,,213.4,61.18,393.01,17.9
129,서산,2021-11,8.2,14.4,1017.1,1020.2,8.5,79,126.2,1.7,5,,183.3,59.73,268.56,9
129,서산,2021-12,1.6,6.9,1022.4,1025.6,5.1,71,18.3,2,4.7,,159.7,53.04,231.07,2.4
129,서산,2022-01,-2.2,3.3,1022.3,1025.6,3.6,69,8.6,1.7,4,,198.9,64.33,308.72,-.3
129,서산,2022-02,-1.1,4.1,1023.3,1026.6,3.7,65,4.7,2.4,4.6,,192.8,63.46,361.22,1.5
130,울진,2018-01,.1,5.4,1014.9,1021.2,2.8,40,9.8,2.7,,,206.5,66.87,,.1
130,울진,2018-02,.8,6.3,1015.1,1021.4,3.2,46,32.2,2.9,,,209.5,69.05,,2.1
130,울진,2018-03,8.8,13.9,1013.7,1019.9,6.8,61,130.6,3.6,,,215.3,58.03,,9.6
130,울진,2018-04,13.6,19.4,1009,1015,8.5,58,167.1,3.3,,,236.3,59.91,,16.1
130,울진,2018-05,16.4,20.7,1005.7,1011.6,13.3,73,46.2,2.7,,,192.9,43.98,,20.4
130,울진,2018-06,20.2,25,1002.3,1008.1,17.1,74,27,2.2,,,204.1,46.39,,26.5
130,울진,2018-07,24.7,28.1,1003.6,1009.3,26.4,83,229,2.2,,,235.4,52.64,,31.1
130,울진,2018-08,25.5,28.9,1002.7,1008.4,27.2,84,211.3,1.9,6.4,3.2,172,40.91,,29.9
130,울진,2018-09,19.9,24,1008.1,1014,18.6,81,143.7,2.2,6.7,3.9,136.3,36.55,,22.4
130,울진,2018-10,13.5,19,1012.2,1018.1,10.9,70,336.1,2.6,3.8,2.4,205.7,58.94,,14.8
130,울진,2018-11,8.9,14.4,1016.7,1022.8,8,68,82.9,2.2,4.2,2.4,163.2,53.19,,8.7
130,울진,2018-12,3.2,8.5,1018.6,1024.9,4.3,49,20.3,2.7,4,2.1,206.4,68.82,,2.5
130,울진,2019-01,2.9,8.8,1016.7,1023,3.1,42,15.6,2.9,3.4,2.2,240.6,77.96,,1.9
130,울진,2019-02,4.3,8.9,1016.1,1022.4,4.6,54,19.9,2.7,4.9,2.9,204,67.24,,4.5
130,울진,2019-03,8.7,14.1,1009.6,1015.7,6.1,56,47.9,2.8,4.6,2.7,245.4,66.22,,9.9
130,울진,2019-04,11.6,16.4,1008.9,1014.9,8.4,62,106.2,2.7,5.2,3,220.7,55.97,,14.8
130,울진,2019-05,18.1,23.5,1005.2,1011,12.2,62,17.5,2.4,4.5,1.6,284.5,64.9,,23.2
130,울진,2019-06,19.3,23.5,1001.8,1007.5,17.6,79,142.1,2.4,5.5,2.7,240,54.55,,25.7
